"paper_type","revenue","account_id","account_manager","account_name","business_size","cancelled_at","days_to_close","days_to_ship","discount","index","order_id","payment_cycle","price","product_id","product_name","purchased_at","quantity","rating","returned_at","review","reviewed_at","shipping_address","shipping_city","shipping_cost","shipping_latitude","shipping_longitude","shipping_mode","shipping_region","shipping_state","shipping_zip","status","order_contact_name","order_contact_email"
"Copy",1245598.2,"60906229fc13ae0a6b000175","Michael Scott","Price Group",131,,3,7,,6,"c4f2b189-0de7-49ed-9120-e1986dcaf282","MONTH",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-04-12 17:03:14.000,180,,"2021-04-18 10:34:26",,,"6 Troy Pass","Titusland",,33.811266,-103.372019,"REGULAR","West","WA",88128,"RETURNED","Wendy Sheep","wendy@price.com"
"Printer",1594.8,"60906229fc13ae0a6b00001c","Stanley Hudson","Franecki, King and Hermann",129,,22,10,,8,"c5337b38-2c7a-4681-9b56-e8b9b905da11","MONTH",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-05-17 20:32:56.000,120,4,,"Shipping takes forever but that's about it",2021-06-05 22:13:44.000,"89146 Clarendon Point","Rodgerfort",,40.749892,-73.612477,"REGULAR","West","NV",11514,"COMPLETED","Queenie Ostrich","queenie@franecki.com"
"Cardstock",184.5,"60906229fc13ae0a6b00013a","Oscar Martinez","Jacobi, Kuhn and Rath",983,,22,3,,3,"c54ff838-e373-4895-9121-8dd49b77c625","ANNUAL",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-08-05 03:25:32.000,50,3,,"Account manager was not responsive",2021-08-24 21:11:08.000,"3345 Monterey Lane","North Elnoraport",,42.270542,-123.56742,"REGULAR","Midwest","SD",97538,"COMPLETED","Sydney Koala","sydney@jacobi.com"
"Kraft Roll",10198.300000000001,"60906229fc13ae0a6b000060","Dwight Schrute","Klein, Green and Mraz",65,,52,1,6.6,7,"c5fa8ad5-2b66-449e-a072-353f7286593b","MONTH",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-01-20 06:17:53.000,170,1,,"Product was not at all what I expected",2021-02-17 16:22:41.000,"28 Summer Ridge Parkway","Raustad",100,34.074736,-118.145959,"EXPRESS","Northeast","CT",91867,"COMPLETED","Cranston Ostrich","cranston@klein.com"
"Copy",143900,"60906229fc13ae0a6b000090","Creed Patton","Zemlak Inc",745,,150,3,,3,"c687a9d9-52a9-4855-adb8-0be373908f86","WEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-02-01 00:46:51.000,100,4,,"Excellent customer service. The product itself is standard, but I enjoy working with my account manager so much that we end up resubscribing.",2021-02-25 03:25:15.000,"52073 Wayridge Center","Whitneymouth",,38.549422,-122.476382,"REGULAR","Northeast","NY",94576,"COMPLETED","Bettina Mouse","bettina@zemlak.com"
"Copy",43170,"60906229fc13ae0a6b0000a8","Ryan Howard","Wyman-Hammes",701,,25,0,,12,"c6faa318-1574-420a-9495-d73a37d60980","ANNUAL",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-09-11 09:14:59.000,30,3,,"Average. Prince Paper has better shipping options and more selections.",2021-09-24 15:29:23.000,"4875 Towne Terrace","Lionelburgh",100,45.426416,-122.442992,"EXPRESS","Northeast","ME",97097,"COMPLETED","Bettina Mouse","bettina@wyman-hammes.com"
"Copy",43170,"60906229fc13ae0a6b000002","Ryan Howard","Gorczany-Schmitt",340,,56,7,,13,"c76acf4f-466d-4f06-84d3-739c0ae66a87","ANNUAL",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-08-05 22:02:12.000,30,3,,"Pretty good. The salesperson was not well prepared and couldn't answer many of our questions.",2021-09-05 08:35:48.000,"8 Riverside Plaza","Kamrenville",,39.7178,-74.826622,"REGULAR","West","HI",8089,"COMPLETED","Astrid Kangaroo","astrid@gorczany-schmitt.com"
"Printer",1000,"60906229fc13ae0a6b00008b","Stanley Hudson","Lang, Gulgowski and Lakin",997,,83,10,,9,"c7bb8123-1b14-4628-b261-b3a9013ff99c","ANNUAL",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-05-17 04:24:20.000,40,,,,,"2 Golf View Circle","Pascalehaven",,39.675999,-106.308296,"REGULAR","West","WY",81927,"COMPLETED","Hopkins Rabbit","hopkins@lang.com"
"Copy",259020,"60906229fc13ae0a6b000248","Dwight Schrute","Padberg PLC",924,,109,1,,5,"c7d75a3f-d002-4cff-a350-1529ddb72e7a","WEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-11-20 00:33:19.000,180,1,,"The account manager pressured me into buying this...",2021-12-09 20:42:55.000,"82 Merrick Circle","Dickensland",,37.829542,-82.672333,"REGULAR","Northeast","NJ",41209,"COMPLETED","Ursala Bear","ursala@padberg.com"
"Multipurpose",4359.599999999999,"60906229fc13ae0a6b000031","Angela Martin","Kautzer, O'Kon and Hills",115,,129,3,,2,"c7f62897-2d80-4909-ad5b-073a2ef977c3","BIWEEK",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-07-15 20:00:50.000,40,4,,"Love them! Took one star off because their express shipping is EXPENSIVE",2021-07-27 14:44:02.000,"7 Elka Street","Gustfort",100,33.338867,-87.469325,"EXPRESS","South","KY",35437,"COMPLETED","Melba Koala","melba@kautzer.com"
"Printer",2250,"60906229fc13ae0a6b0003df","Angela Martin","Okuneva, Hegmann and Hoeger",906,,48,7,,1,"c8513cec-4d6c-4210-9c5b-7b4d51dfb8fd","ANNUAL",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-07-06 03:21:09.000,90,,,,,"3 Northfield Road","Port Theresaview",,42.764785,-74.09515,"REGULAR","South","WV",12056,"COMPLETED","Poppy Squirrel","poppy@okuneva.com"
"Multipurpose",15638,"60906229fc13ae0a6b000003","Erin Hannon","Fadel Inc",186,,89,6,,13,"c8e0d081-c14a-4576-acca-11580ad13761","MONTH",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-11-01 03:46:08.000,200,5,,"Ordering from them is a breeze! My sales rep took care of everything for me",2021-11-20 03:46:08.000,"4457 Melby Place","Leuschkeborough",,41.092068,-73.924648,"REGULAR","South","TX",10960,"COMPLETED","Cherry Dog","cherry@fadel.com"
"Copy",115120,"60906229fc13ae0a6b000000","Dwight Schrute","Durgan-Green",560,,7,3,,5,"c9892064-6b53-46dd-a0bf-2c7296cda952","WEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-11-21 04:09:28.000,80,3,,"I've never had a problem with Dunder Mifflin before, but this time my order was MISSING several bundles",2021-12-18 12:04:40.000,"85679 Loftsgordon Drive","East Shayna",,30.39186,-81.400074,"REGULAR","Northeast","NJ",32229,"COMPLETED","Moe Cat","moe@durgan-green.com"
"Multipurpose",4619.299999999999,"60906229fc13ae0a6b0000e2","Oscar Martinez","Runolfsdottir-Lindgren",83,,75,6,15.84,2,"c98aea31-190a-4f70-91c1-1c8de83f5844","MONTH",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-01-18 13:22:31.000,70,3,,"Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.",2021-01-29 11:12:55.000,"38 Northland Junction","Revaland",100,36.288406,-109.255418,"EXPRESS","West","CA",86600,"COMPLETED","Ketchup Duck","ketchup@runolfsdottir-lindgren.com"
"Multipurpose",3299.4999999999995,"60906229fc13ae0a6b00028e","Ryan Howard","Wolff Group",923,,109,2,12.54,4,"c9c2168d-f61c-4cbb-bb9a-181ffe9e7b97","ANNUAL",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-04-25 00:52:05.000,50,4,,"Love them! Took one star off because their express shipping is EXPENSIVE",2021-05-14 21:44:53.000,"4 Hoffman Way","East Derekstad",,42.139366,-84.811584,"REGULAR","Northeast","NY",49245,"COMPLETED","Hamlet Hamster","hamlet@wolff.com"
"Cardstock",184.5,"60906229fc13ae0a6b0002e0","Stanley Hudson","Little LLC",767,,56,5,,12,"c9cfda1c-61b3-4e56-9bcc-d255c49e38c6","ANNUAL",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-03-17 15:50:19.000,50,4,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",2021-04-15 02:09:31.000,"34262 Fremont Junction","Halvorsonland",100,32.673313,-80.765932,"EXPRESS","South","DE",29967,"COMPLETED","Jambette Frog","jambette@little.com"
"Printer",1750,"60906229fc13ae0a6b00004e","Stanley Hudson","Jenkins, Deckow and Leannon",463,,139,7,,14,"ca13df1d-9018-4b93-9fe4-90f23e6f59cc","WEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-03-29 15:25:40.000,70,,,,,"26870 Muir Plaza","Sauerport",,42.44446,-114.292089,"REGULAR","South","AL",83334,"COMPLETED","Rory Lion","rory@jenkins.com"
"Kraft Roll",2492,"60906229fc13ae0a6b000130","Dwight Schrute","Kirlin, Hill and Hand",945,,106,6,2.85,15,"ca3830fe-2b54-4b94-883b-e872ae28c77e","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-12-09 23:35:18.000,70,3,,"Ok experience. I don't feel any way about them.",2021-12-22 19:16:06.000,"93535 Commercial Court","West Adelle",100,37.72222,-122.484077,"EXPRESS","West","AZ",94132,"COMPLETED","Rizzo Mouse","rizzo@kirlin.com"
"Multipurpose",179.70000000000002,"60906229fc13ae0a6b00029c","Phyllis Vance","Schmeler-Weissnat",994,,27,0,,4,"cb5489a2-109f-4096-acc9-e7c3cc018216","ANNUAL",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-08-30 17:20:27.000,30,,,,,"9 American Junction","Davonbury",100,37.942029,-79.891806,"EXPRESS","Northeast","CT",24445,"COMPLETED","Molly Duck","molly@schmeler-weissnat.com"
"Copy",71950,"60906229fc13ae0a6b000367","Kelly Kapoor","Heaney LLC",520,,102,6,,9,"cb5ce7c8-83bd-4732-b663-4ad0539d4570","ANNUAL",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-07-22 23:22:51.000,50,5,,"Excellent",2021-08-18 21:42:03.000,"3443 Delaware Court","Edgarport",,43.26045,-75.85258,"REGULAR","South","AL",13043,"COMPLETED","Cheri Cub","cheri@heaney.com"
"Kraft Roll",599.9,"60906229fc13ae0a6b00008e","Andy Bernard","Muller-Quigley",668,,82,2,12,4,"cc01c78c-e23b-4eac-a5a4-b620fb7349dd","ANNUAL",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-01-02 16:00:46.000,10,5,,"Never had a problem with Dunder Mifflin",2021-01-24 22:58:22.000,"23 Warner Center","Schultzmouth",,38.173556,-121.312247,"REGULAR","Northeast","NY",95278,"COMPLETED","Julian Horse","julian@muller-quigley.com"
"Multipurpose",345013.5,"60906229fc13ae0a6b000063","Ryan Howard","Douglas, Sipes and Borer",3165,2021-06-02 12:01:29.000,15,,,14,"cc7552b7-f0cc-4c90-9204-4d80712df278",,2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-01-14 04:48:31.000,150,,,,,"0850 Lien Plaza","Lake Ryder",,40.186067,-75.152867,,"West","MT",19044,"CANCELLED","Sprinkle Penguin","sprinkle@douglas.com"
"Kraft Roll",6764,"60906229fc13ae0a6b000245","Meredith Palmer","Krajcik-Lehner",211,,42,9,8.54,11,"ccaf2153-4440-459e-90e0-32a2fbd5fe5e","MONTH",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-09-30 08:07:32.000,190,4,,"We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.",2021-10-22 20:07:32.000,"8488 Huxley Crossing","Haleyview",,40.08916,-88.477814,"REGULAR","West","HI",61907,"COMPLETED","Sydney Koala","sydney@krajcik-lehner.com"
"Multipurpose",5279.2,"60906229fc13ae0a6b00011f","Creed Patton","Abernathy LLC",832,,27,1,11.22,2,"ccd36c23-e94f-43c1-b32a-ce6e378d0ea2","ANNUAL",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-08-24 19:28:25.000,80,5,,"Pretty good deal",2021-09-21 01:14:01.000,"66346 Merrick Court","New Maemouth",,35.152882,-106.575536,"REGULAR","Northeast","ME",87109,"COMPLETED","Carmen Rabbit","carmen@abernathy.com"
"Multipurpose",322012.60000000003,"60906229fc13ae0a6b00022d","Meredith Palmer","Nolan, Beier and Carter",1604,2021-10-04 21:45:18.000,96,,,3,"cd378271-5629-4e86-b317-b57044c95f29",,2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-01-19 01:52:09.000,140,,,,,"918 Northport Lane","Inesfurt",,44.411265,-122.38462,,"West","NV",97329,"CANCELLED","Melba Koala","melba@nolan.com"
"Kraft Roll",2136,"60906229fc13ae0a6b000092","Andy Bernard","Aufderhar-Zemlak",341,,4,2,6.41,14,"cd4c6c70-b802-4ed6-9c7d-cb277522ad89","WEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-01-29 02:11:23.000,60,5,,"Never had a problem with Dunder Mifflin",2021-02-28 03:37:47.000,"026 Spohn Avenue","Hayleehaven",100,39.664065,-84.237773,"EXPRESS","Midwest","MN",45454,"COMPLETED","Rory Lion","rory@aufderhar-zemlak.com"
"Multipurpose",14074.199999999999,"60906229fc13ae0a6b000091","Oscar Martinez","Treutel, Kshlerin and Schowalter",990,,80,6,,14,"cd9bb8fa-1cee-4ec3-8767-523c9c161904","WEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-03-22 20:55:33.000,180,4,,"It took a few days longer to ship than I would have expected, but otherwise a good experience",2021-04-04 08:41:09.000,"0541 Namekagon Place","South Anika",100,30.492408,-97.748324,"EXPRESS","West","HI",78717,"COMPLETED","Angus Bull","angus@treutel.com"
"Multipurpose",180300,"60906229fc13ae0a6b0001c7","Pam Beesly","Kling-Kuhlman",259,2021-10-12 21:20:29.000,10,,,15,"ce170f27-de7c-4e6e-934c-67c4f5784de4",,1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-07-22 14:37:03.000,100,,,,,"6 Glacier Hill Plaza","New Ines",,35.428391,-97.640843,,"Northeast","RI",73339,"CANCELLED","Rodeo Bull","rodeo@kling-kuhlman.com"
"Multipurpose",5449.5,"60906229fc13ae0a6b000162","Meredith Palmer","Johnston, Lockman and DuBuque",369,,93,7,,12,"ce4dfcdc-8762-4122-a8a9-769329f10136","WEEK",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-01-14 09:40:49.000,50,5,,"The customer service is fantastic. I can always trust that Dunder Mifflin will take good care of us and our needs.",2021-02-07 20:43:13.000,"93048 Tennessee Point","Tillmanborough",100,42.935584,-71.536871,"EXPRESS","West","UT",3161,"COMPLETED","Gabi Rabbit","gabi@johnston.com"
"Copy",230240,"60906229fc13ae0a6b000093","Angela Martin","Schaden-Barrows",361,,8,6,,8,"cebd6e58-3a7d-4495-bdcb-35fa1e3a4973","BIWEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-02-24 23:46:48.000,160,4,,"Heard of Dunder Mifflin through the grapevine, and they did not disappoint!",2021-03-14 15:08:24.000,"82 Center Trail","Weissnatmouth",100,40.029709,-79.54884,"EXPRESS","West","NV",15425,"COMPLETED","Nibbles Squirrel","nibbles@schaden-barrows.com"
"Kraft Roll",2999.5,"60906229fc13ae0a6b00012d","Michael Scott","Greenfelder-Armstrong",269,,86,5,0.6,1,"cf0b2de4-8dd0-4273-b404-166a4a0779b1","WEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-06-30 17:46:57.000,50,3,,"Account manager was not responsive",2021-07-11 08:25:21.000,"30 Cordelia Road","North Dejonport",,29.378839,-96.834601,"REGULAR","South","MS",77964,"COMPLETED","Bonbon Rabbit","bonbon@greenfelder-armstrong.com"
"Multipurpose",658.9,"60906229fc13ae0a6b0000c5","Angela Martin","Schiller-Tromp",366,,120,7,,3,"cf19b630-005b-4f77-933d-fbde148b29e2","BIWEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-12-22 07:36:53.000,110,,,,,"76037 Katie Parkway","Destineeside",,39.103981,-94.613129,"REGULAR","South","AL",66177,"COMPLETED","Plucky Chicken","plucky@schiller-tromp.com"
"Printer",2126.3999999999996,"60906229fc13ae0a6b000103","Dwight Schrute","Gleichner, Leffler and Feeney",699,,10,5,,11,"cf70afa5-1d4b-4a4a-b7a9-2f95a62d5df5","BIWEEK",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-02-20 21:07:34.000,160,3,,"I mean... they're a paper company. What's there to get excited about?",2021-03-10 20:24:22.000,"35883 Burning Wood Street","New Wade",100,40.855694,-124.066898,"EXPRESS","South","KY",95522,"COMPLETED","Sally Squirrel","sally@gleichner.com"
"Cardstock",36.9,"60906229fc13ae0a6b000351","Dwight Schrute","Little PLC",117,,8,0,,3,"cf94383e-7c43-4e37-a0df-f9e0f321d6a1","ANNUAL",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-07-13 20:13:57.000,10,3,,"Wish they had more selection. I have to order paper from various sources just to make sure that our company is completely stocked.",2021-08-08 04:09:09.000,"6345 Clemons Court","South Yvonne",100,48.912003,-97.940619,"EXPRESS","Northeast","ME",58291,"COMPLETED","Willow Sheep","willow@little.com"
"Multipurpose",13197.999999999998,"60906229fc13ae0a6b00024f","Pam Beesly","Von and Sons",191,,116,3,9.9,1,"cf9482df-8255-481d-9422-65054c0aa6bd","MONTH",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-11-25 01:21:01.000,200,4,,"Heard of Dunder Mifflin through the grapevine, and they did not disappoint!",2021-12-21 05:40:13.000,"155 Russell Center","Swaniawskimouth",100,41.035529,-74.449126,"EXPRESS","South","SC",7435,"COMPLETED","Flip Monkey","flip@von.com"
"Printer",2750,"60906229fc13ae0a6b0003b8","Pam Beesly","Buckridge, McLaughlin and Leffler",800,,56,3,,4,"d009022e-aa40-4df4-b15e-7e23c22bfab0","WEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-11-20 15:31:47.000,110,,,,,"4 Mccormick Junction","Lake Allen",,34.122501,-117.320138,"REGULAR","Midwest","MI",92452,"COMPLETED","Naomi Cow","naomi@buckridge.com"
"Printer",2259.2999999999997,"60906229fc13ae0a6b00038a","Stanley Hudson","Tillman-Wintheiser",50,2021-04-22 10:16:24.000,60,,,5,"d033a8d2-2eea-4420-baf1-5d1cdec85945",,13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-06-15 13:56:31.000,170,,,,,"0441 Algoma Pass","Port Emelia",,40.269531,-82.850655,,"Midwest","MI",43075,"CANCELLED","Pekoe Cub","pekoe@tillman-wintheiser.com"
"Cardstock",36.9,"60906229fc13ae0a6b000094","Pam Beesly","Dickens, Reilly and McClure",875,,46,0,,2,"d05d593a-231c-4bfe-af83-9274d1574e01","ANNUAL",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-04-11 07:24:16.000,10,5,,"We've been buying from Dunder Mifflin for a few years now and each time they do not disappoint!",2021-04-25 19:09:52.000,"44320 Nobel Parkway","Bettyeville",100,38.295719,-104.533434,"EXPRESS","Northeast","PA",81002,"COMPLETED","Tammi Monkey","tammi@dickens.com"
"Kraft Roll",4628,"60906229fc13ae0a6b00020f","Ryan Howard","Little, Rosenbaum and Ritchie",304,,98,1,4.63,14,"d0736c47-0acb-47e3-9321-f96cbff8ecca","BIWEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-09-11 09:15:49.000,130,4,,"One minor suggestion for improvement: it'd be cool if Dundler Mifflin had a shipping program similar to Amazon Prime. It would make the buying and shipping process SO much better!",2021-10-08 17:39:49.000,"1 Monterey Point","Krisshire",100,36.677726,-95.224726,"EXPRESS","Midwest","MN",74321,"COMPLETED","Bitty Hippo","bitty@little.com"
"Multipurpose",3909.5,"60906229fc13ae0a6b0002b0","Angela Martin","Rempel and Sons",994,,95,2,,7,"d07a0ef2-ea56-4ff9-82f4-d6b872cf9d9f","ANNUAL",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-04-04 21:07:24.000,50,3,,"Shipping is pretty slow",2021-04-19 23:02:36.000,"60 3rd Hill","South Rusty",100,42.347635,-71.103082,"EXPRESS","Midwest","MI",2231,"COMPLETED","Scoot Duck","scoot@rempel.com"
"Printer",4500,"60906229fc13ae0a6b000398","Stanley Hudson","Spencer, Rosenbaum and Rosenbaum",281,,143,1,,10,"d082156d-e662-4247-8f02-ef5cf1688ba1","MONTH",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-10-31 08:26:47.000,180,,,,,"417 Oakridge Circle","Shanahantown",100,47.144096,-122.443441,"EXPRESS","Northeast","NY",98460,"COMPLETED","Beau Deer","beau@spencer.com"
"Multipurpose",345013.5,"60906229fc13ae0a6b00012a","Creed Patton","Price PLC",1805,,6,1,,10,"d091061d-2146-484c-92a7-3b7f069e5405","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-12-01 08:52:25.000,150,5,,"Great customer service. Great product. Would purchase again!!",2021-12-22 19:40:25.000,"5746 Golf Course Hill","Heidenreichstad",100,33.768334,-118.201636,"EXPRESS","Northeast","ME",90935,"COMPLETED","Filbert Squirrel","filbert@price.com"
"Copy",553599.2,"60906229fc13ae0a6b0001fe","Pam Beesly","Legros, Okuneva and Hettinger",986,,89,0,,8,"d0c29aef-ca0a-4140-890e-beb23c407cb5","ANNUAL",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-09-25 14:38:39.000,80,,"2021-09-28 20:38:39",,,"674 Dwight Trail","New Albertaton",100,44.402903,-91.045552,"EXPRESS","Northeast","PA",54635,"RETURNED","Pecan Squirrel","pecan@legros.com"
"Cardstock",18907.899999999998,"60906229fc13ae0a6b000027","Dwight Schrute","Nienow-Bashirian",3235,,145,5,5.16,11,"d129ca1f-d742-4408-827f-7c8e21bfe63c","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-01-18 14:06:08.000,110,4,,"Love them! Took one star off because their express shipping is EXPENSIVE",2021-02-01 18:10:56.000,"2851 Main Crossing","West Sedrick",100,35.863313,-104.954298,"EXPRESS","West","WY",87771,"COMPLETED","Penelope Mouse","penelope@nienow-bashirian.com"
"Multipurpose",108180,"60906229fc13ae0a6b0001f3","Kevin Malone","Heathcote PLC",160,2021-03-13 06:38:53.000,14,,,11,"d16b4784-0cda-4c7f-8494-a0396bc23fa7",,1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-07-03 10:49:22.000,60,,,,,"11270 Mccormick Place","Allenside",,,,,"Midwest","MI",131,"CANCELLED","Bam Deer","bam@heathcote.com"
"Multipurpose",9898.5,"60906229fc13ae0a6b0002a4","Erin Hannon","McGlynn, Kohler and Kerluke",922,,55,3,13.2,15,"d1be143d-84f1-4a5b-ba68-e82010a8aa02","WEEK",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-06-17 18:50:40.000,150,5,,"Excellent",2021-06-30 15:43:28.000,"8380 Emmet Junction","Wilfordfort",100,37.945512,-122.56012,"EXPRESS","South","SC",94917,"COMPLETED","Harry Hippo","harry@mcglynn.com"
"Multipurpose",90150,"60906229fc13ae0a6b0001a5","Phyllis Vance","Morissette PLC",486,,98,3,,9,"d1e7d106-fe43-4511-9764-a0f515454890","WEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-11-18 02:39:24.000,50,3,,"Account manager was not responsive",2021-11-29 10:49:00.000,"11174 Grayhawk Lane","West Annamarieport",100,29.89894,-89.895262,"EXPRESS","South","FL",70093,"COMPLETED","Chow Bear","chow@morissette.com"
"Cardstock",10313.4,"60906229fc13ae0a6b00027a","Pam Beesly","Gutmann-Blanda",3284,,58,2,29.22,6,"d280a0c3-c186-4f72-8f7a-1cdd72f91c3f","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-10-22 13:02:34.000,60,4,,"The selections aren't big, but they have just what you need.",2021-11-08 08:43:22.000,"2 Corry Pass","Port Luzbury",,40.500795,-74.427911,"REGULAR","Northeast","ME",8970,"COMPLETED","Hornsby Rhino","hornsby@gutmann-blanda.com"
